学号,语文成绩,数学成绩,英语成绩,综合成绩
775,59.3,48.5,39.7,69.9
776,26.4,50.7,53.3,60.9
777,39.1,45.9,61.9,42.5
778,46.3,54.7,62.0,63.9
779,48.9,23.8,58.9,66.1
780,59.3,54.5,34.8,45.7
781,52.7,52.4,58.4,51.2
782,30.0,33.1,84.9,50.3
783,55.7,48.0,53.5,37.7
784,59.2,64.1,44.8,55.5
785,58.4,41.8,71.0,66.3
786,66.2,63.4,31.9,57.7
787,62.5,53.5,69.4,61.8
788,56.9,56.8,65.0,42.6
789,48.9,38.3,76.3,19.0
790,25.1,69.3,75.9,50.0
791,56.4,46.8,61.5,48.6
792,53.1,43.0,85.4,45.4
793,54.1,62.7,17.9,27.5
794,30.8,51.4,21.5,45.2
795,33.8,47.3,22.6,40.5
796,65.8,66.5,54.4,54.1
797,49.4,52.7,38.5,33.9
798,60.2,57.3,57.5,68.1
799,50.4,49.0,66.4,43.7
800,50.4,37.3,34.0,36.6
801,64.1,47.4,34.5,34.7
802,42.3,33.6,46.3,58.8
803,51.4,65.1,60.3,43.8
804,43.1,38.2,53.6,30.4
805,43.5,69.1,52.6,44.3
806,45.4,47.5,40.9,64.9
807,53.3,43.6,59.0,54.7
808,42.8,64.9,31.9,48.5
809,68.8,76.6,55.5,68.7
810,36.6,55.9,75.6,59.6
811,47.2,57.9,77.3,25.1
812,43.4,54.8,45.2,67.0
813,71.7,44.4,39.3,53.3
814,52.9,59.0,82.0,27.5
815,65.5,44.2,56.5,44.0
816,27.7,56.1,80.7,66.7
817,54.0,28.5,68.2,77.6
818,63.3,67.3,51.5,40.0
819,51.2,40.3,38.7,33.1
820,66.0,35.3,48.0,49.7
821,42.2,55.3,58.3,43.3
822,71.1,51.4,50.8,61.7
823,84.5,44.2,27.9,67.4
824,44.6,41.4,53.3,39.4
825,43.3,35.7,57.1,56.2
826,71.8,59.1,55.8,69.8
827,73.7,52.1,41.4,57.5
828,42.2,62.6,62.9,57.0
829,43.7,58.1,54.5,27.3
830,45.8,51.7,20.8,55.9
831,29.8,40.3,53.6,66.0
832,36.2,74.3,39.8,43.9
833,34.9,38.7,37.6,42.6
834,38.5,54.6,42.6,42.5
835,49.5,69.8,48.6,62.3
836,53.5,64.3,46.3,43.3
837,73.3,58.1,58.9,54.3
838,35.0,38.7,31.7,19.4
839,64.8,77.5,43.5,73.6
840,46.8,46.2,49.1,83.3
841,49.3,32.3,62.3,47.4
842,60.1,56.1,46.6,83.9
843,33.2,48.6,44.4,53.6
844,55.7,41.8,36.5,56.8
845,52.5,31.6,43.3,41.7
846,57.4,69.3,44.5,63.4
847,54.3,66.2,41.2,58.0
848,86.8,25.7,24.5,58.8
849,40.4,64.6,43.8,34.8
850,42.0,49.9,11.8,40.1
851,40.7,31.7,33.1,12.3
852,41.7,45.4,41.6,27.0
853,40.4,59.2,61.5,56.9
854,67.8,30.3,43.6,56.7
855,71.3,46.6,45.7,44.0
856,41.4,26.8,72.0,53.9
857,37.5,48.1,44.2,60.0
858,57.1,44.2,55.7,60.5
859,41.7,65.4,40.6,52.7
860,59.5,55.4,50.5,34.2
861,53.0,42.4,50.3,59.0
862,27.3,42.3,56.6,73.6
863,73.2,74.6,59.4,80.4
864,76.9,50.8,32.3,51.9
865,40.8,40.3,56.1,38.9
866,44.2,49.0,46.4,25.2
867,54.3,71.7,48.9,56.5
868,55.0,55.8,63.0,63.2
869,59.9,66.2,35.7,50.5
870,80.2,37.2,64.8,48.6
871,47.3,52.6,61.0,40.8
872,38.0,41.5,46.4,17.4
873,29.3,72.0,62.1,40.1
874,39.0,65.2,79.0,49.3
875,49.5,61.9,51.0,56.6
876,76.9,47.5,28.8,50.7
877,42.2,73.0,41.4,43.0
878,53.4,45.8,46.0,41.4
879,49.8,64.1,36.0,40.1
880,67.8,76.8,58.0,40.7
881,87.9,65.3,64.8,47.1
882,42.0,55.3,35.1,58.9
883,42.7,27.5,50.3,53.2
884,65.7,67.8,49.8,74.7
885,60.2,28.2,54.0,47.1
886,77.7,42.1,51.6,60.1
887,58.8,52.7,70.7,39.0
888,44.6,48.8,62.0,43.4
889,58.9,67.0,55.6,61.2
890,66.6,23.6,34.4,40.8
891,62.3,49.2,72.6,37.8
892,57.6,44.8,54.1,12.2
893,66.0,46.0,31.1,60.9
894,67.5,94.1,58.7,30.6
895,70.7,49.2,69.6,58.0
896,59.7,42.5,49.4,54.7
897,47.5,79.5,27.4,62.5
898,52.2,34.9,44.9,80.6
899,68.1,67.3,59.8,21.2
900,37.7,55.3,54.6,48.2
901,55.5,61.8,80.9,27.3
902,44.1,41.6,41.3,53.9
903,50.4,50.6,67.4,41.6
904,69.2,59.6,41.6,42.8
905,52.9,54.6,45.6,66.7
906,50.7,53.0,65.7,51.2
907,29.6,77.6,46.3,41.8
908,61.2,10.5,82.7,57.8
909,59.7,53.6,32.1,47.5
910,82.4,76.3,32.5,12.8
911,45.4,56.9,62.2,31.6
912,53.3,37.0,44.3,61.6
913,53.7,55.4,41.5,56.3
914,73.7,82.0,37.7,50.1
915,48.6,28.3,50.0,50.8
916,54.2,40.6,16.7,56.8
917,59.1,52.0,20.9,82.2
918,52.8,67.5,52.4,82.8
919,43.3,56.5,46.6,60.3
920,52.9,74.2,64.4,57.8
921,66.1,51.0,50.9,45.5
922,34.6,54.1,73.4,64.0
923,52.0,49.1,62.8,90.6
924,39.5,43.3,50.2,52.9
925,67.9,58.9,52.5,42.4
926,27.2,56.3,36.3,69.4
927,41.6,58.6,61.4,68.1
928,55.7,68.1,37.0,37.2
929,73.5,47.8,39.1,34.5
930,49.0,48.5,38.8,54.9
931,41.7,61.6,59.8,73.7
932,78.2,21.2,76.0,40.0
933,28.3,27.5,33.3,31.5
934,17.0,71.1,39.6,25.4
935,56.6,35.5,41.9,35.9
936,42.5,51.6,59.2,36.6
937,34.7,54.6,39.4,35.2
938,60.6,66.1,54.2,68.6
939,53.7,41.5,40.5,60.2
940,41.5,59.9,41.8,50.7
941,30.8,37.7,54.3,72.5
942,63.1,40.9,45.4,25.3
943,59.8,43.0,43.8,45.4
944,48.5,44.6,60.8,57.8
945,77.7,39.3,52.4,35.5
946,33.9,47.5,47.2,53.4
947,27.1,54.1,62.7,67.9
948,39.6,64.8,38.7,53.7
949,49.3,32.7,45.1,41.5
950,53.7,31.7,53.8,59.4
951,46.4,35.7,78.2,52.9
952,55.3,51.4,41.3,19.8
953,31.2,58.2,39.0,45.3
954,71.7,43.0,44.0,36.3
955,48.8,70.3,52.7,33.0
956,66.8,56.3,50.9,62.7
957,55.1,55.5,41.5,48.2
958,56.9,64.0,48.8,46.9
959,58.5,64.7,28.9,62.9
960,56.7,57.9,47.4,50.6
961,59.6,29.9,40.2,60.9
962,69.9,86.6,62.5,59.5
963,52.9,38.5,65.6,60.6
964,60.6,73.1,43.2,46.7
965,48.7,17.2,46.7,57.4
966,71.6,43.1,60.5,27.0
967,39.9,47.1,6.0,91.6
968,77.0,66.2,52.2,62.4
969,49.4,59.2,61.7,37.9
970,28.5,60.0,49.5,62.0
971,51.9,79.9,53.5,49.0
972,39.8,78.1,57.0,48.8
973,62.6,64.9,33.8,24.6
974,40.2,42.8,60.8,67.6
975,43.3,49.0,52.7,73.5
976,21.7,33.6,49.4,56.0
977,43.2,62.2,46.5,68.1
978,13.6,38.3,83.9,43.5
979,26.2,44.9,35.0,26.4
980,61.4,45.7,50.0,76.8
981,61.8,54.0,67.5,67.3
982,56.4,46.8,36.2,56.0
983,35.5,44.7,40.8,87.9
984,49.3,49.0,26.8,41.2
985,49.9,61.3,56.0,71.0
986,32.6,67.3,65.0,39.5
987,72.6,51.8,50.9,67.5
988,63.2,49.9,46.1,50.1
989,46.7,49.3,62.7,45.5
990,50.4,18.5,68.7,32.9
991,53.1,55.5,45.2,56.7
992,19.4,19.1,58.7,43.3
993,46.3,55.2,67.8,50.8
994,39.8,75.8,36.2,61.3
995,35.0,36.6,57.4,55.8
996,45.8,32.5,42.7,48.8
997,77.0,51.9,43.6,73.7
998,59.6,30.1,56.7,29.9
999,41.4,35.8,46.1,33.2
1000,58.6,72.8,65.2,42.9
1001,71.0,49.7,71.8,37.6
1002,63.9,26.3,53.5,48.1
1003,50.9,67.0,71.6,73.5
1004,40.3,40.2,52.3,41.3
1005,60.5,70.3,36.5,65.8
1006,55.9,37.2,56.3,43.5
1007,63.4,65.4,47.2,32.5
1008,59.5,80.4,56.2,45.9
1009,65.7,54.8,59.0,67.4
1010,42.0,63.0,73.6,36.9
1011,69.8,49.4,50.7,51.3
1012,53.0,60.5,49.1,47.3
1013,81.1,71.9,37.0,67.0
1014,39.7,28.2,58.0,58.6
1015,76.0,30.6,44.7,40.0
1016,53.0,12.9,50.6,70.9
1017,40.2,69.7,57.7,56.9
1018,42.7,36.4,58.1,45.9
1019,45.2,62.7,21.1,55.4
1020,56.4,81.7,24.5,55.3
1021,57.8,80.5,65.5,41.2
1022,41.4,39.5,21.7,38.4
1023,49.6,53.6,59.3,73.2
1024,82.1,55.6,48.1,35.6
1025,75.9,63.0,57.3,56.5
1026,56.5,31.5,70.0,38.5
1027,50.6,78.9,64.9,44.4
1028,51.8,56.5,57.5,60.5
1029,59.2,91.9,61.7,73.1
1030,34.7,47.0,33.1,52.9
1031,46.1,59.4,67.9,20.5
1032,25.0,55.7,50.7,45.2
1033,56.0,41.5,36.5,31.2
1034,59.7,36.4,32.9,63.7
1035,42.8,51.1,61.9,64.3
1036,73.6,23.4,44.9,57.9
1037,31.6,45.3,51.2,57.9
1038,28.0,67.5,63.0,67.2
1039,53.4,39.2,70.6,40.1
1040,65.7,34.6,75.2,56.0
1041,75.3,39.6,40.7,56.3
1042,43.1,42.9,41.8,67.9
1043,66.2,40.0,26.3,66.2
1044,49.4,12.3,72.9,21.7
1045,47.4,68.1,55.0,25.5
1046,63.3,75.8,28.1,32.8
1047,59.8,31.5,39.0,41.8
1048,26.4,43.0,41.2,29.4
1049,72.1,59.2,39.7,39.8
1050,70.7,71.3,36.4,39.0
1051,40.6,30.9,36.4,47.1
1052,55.9,41.5,44.3,75.0
1053,57.4,66.3,77.9,38.0
1054,53.9,67.9,35.6,66.0
1055,41.7,21.3,50.3,40.2
1056,39.9,40.6,30.4,64.1
1057,49.6,52.9,40.8,63.0
1058,67.6,55.8,39.6,45.4
1059,58.2,41.3,21.8,54.4
1060,44.4,36.9,28.6,78.1
1061,61.6,45.9,62.0,54.8
1062,7.3,56.3,40.1,68.8
1063,67.2,24.0,54.9,45.2
1064,23.9,25.9,39.8,75.7
1065,44.6,54.8,62.5,45.9
1066,33.2,52.3,26.9,11.1
1067,30.6,46.7,53.1,47.0
1068,67.4,58.1,31.7,66.2
1069,43.0,58.2,34.7,32.5
1070,55.2,47.3,27.8,31.8
1071,49.3,47.1,40.8,38.4
1072,57.2,40.1,37.4,33.1
1073,51.2,45.2,25.7,45.7
1074,30.8,51.4,27.5,57.8
1075,64.9,54.1,42.2,71.5
1076,42.6,18.2,68.9,42.8
1077,26.7,45.9,48.0,37.9
1078,43.6,56.2,43.9,57.0
1079,72.5,46.1,39.1,54.2
1080,62.8,72.7,20.1,66.7
1081,44.8,46.0,62.4,62.7
1082,44.8,50.0,49.2,58.3
1083,45.2,60.0,40.1,26.5
1084,81.2,45.0,6.0,46.8
1085,55.7,85.0,57.1,26.6
1086,56.5,45.5,49.6,35.7
1087,65.5,26.2,42.1,32.2
1088,53.6,29.8,61.6,66.8
1089,46.1,46.3,45.4,20.2
1090,47.1,54.4,50.0,59.3
1091,48.9,38.7,77.1,10.5
1092,49.4,68.8,78.3,40.7
1093,60.9,62.3,63.1,45.1
1094,50.8,54.2,53.2,45.2
1095,61.0,60.7,26.0,48.7
1096,48.8,67.4,46.9,47.4
1097,51.2,42.1,36.7,56.5
1098,20.0,50.7,35.1,32.8
1099,63.7,32.2,29.6,24.1
1100,55.2,83.8,64.5,42.1
1101,65.0,42.3,62.1,34.0
1102,6.6,20.0,49.6,66.6
1103,81.3,43.6,71.0,54.5
1104,47.9,43.2,29.4,52.2
1105,66.6,60.7,51.5,29.3
1106,34.4,59.8,51.8,40.9
1107,59.2,62.6,58.6,75.5
1108,34.2,48.2,90.3,55.8
1109,40.6,56.5,43.4,66.7
1110,78.7,16.7,34.9,52.2
1111,47.1,45.3,57.3,28.2
1112,53.3,74.4,41.6,64.2
1113,63.1,74.7,47.0,47.0
1114,57.4,38.4,67.6,36.4
1115,52.3,48.9,42.1,28.4
1116,55.5,46.2,61.4,50.1
1117,86.1,28.1,65.3,47.8
1118,49.1,52.2,41.8,57.9
1119,53.0,42.8,38.9,62.6
1120,65.8,32.7,87.4,87.5
1121,66.6,25.9,56.2,55.5
1122,67.8,63.7,19.0,52.1
1123,59.6,25.0,42.0,49.4
1124,32.9,58.0,51.0,23.7
1125,74.5,63.2,41.2,67.0
1126,32.8,41.8,62.4,64.6
1127,54.5,57.7,57.5,44.4
1128,38.7,25.9,73.9,35.8
1129,49.0,60.7,34.8,55.7
1130,54.9,60.0,43.1,31.6
1131,54.8,52.0,60.8,31.2
1132,56.3,56.6,58.4,78.7
1133,74.2,50.9,48.9,27.3
1134,56.8,31.6,24.3,58.5
1135,46.3,54.8,50.0,49.0
1136,64.5,54.3,57.0,43.2
1137,67.8,57.5,63.0,28.5
1138,31.6,49.2,46.1,51.5
1139,59.0,47.4,67.5,31.5
1140,60.5,59.6,41.1,36.6
1141,45.5,1.1,35.1,42.9
1142,70.6,61.9,68.1,46.8
1143,47.7,43.1,75.8,51.0
1144,51.9,50.3,52.2,69.3
1145,47.4,34.9,61.3,58.6
1146,50.2,65.5,54.3,41.0
1147,33.6,63.5,29.4,40.9
1148,28.4,52.3,75.8,44.2
1149,73.9,34.1,40.3,47.9
1150,37.3,34.3,42.2,40.5
1151,35.1,47.6,47.6,58.9
1152,17.7,28.7,30.6,55.3
1153,40.4,62.4,53.9,40.8
1154,30.2,51.7,63.9,41.6
1155,74.6,44.4,53.6,46.9
1156,65.1,40.6,33.0,40.5
1157,39.7,54.1,69.5,57.3
1158,83.8,47.8,83.9,48.5
1159,64.7,52.9,69.9,40.6
1160,45.1,31.9,38.8,44.7
1161,12.5,33.5,43.5,35.5
1162,84.4,78.7,44.3,60.6
1163,29.2,64.9,59.0,85.0
1164,25.3,43.4,39.9,52.5
1165,65.3,36.8,55.8,72.4
1166,86.6,37.6,52.6,68.3
1167,70.8,41.1,53.6,70.8
1168,58.5,42.1,39.8,42.6
1169,58.9,56.7,58.3,54.8
1170,62.8,79.9,47.6,52.6
1171,61.4,81.9,40.8,38.3
1172,54.2,80.4,27.6,30.9
1173,51.6,36.7,33.6,58.4
1174,49.1,64.1,61.8,50.5
1175,38.7,54.9,66.9,27.6
1176,45.8,49.1,45.5,62.9
1177,24.6,52.9,46.0,35.5
1178,48.5,60.4,9.7,22.6
1179,35.2,56.7,65.2,38.3
1180,33.4,54.3,78.8,45.8
1181,52.7,56.2,63.0,64.8
1182,70.9,50.9,74.6,32.0
1183,63.8,38.7,34.7,14.7
1184,26.4,42.0,46.3,46.8
1185,35.2,11.6,46.8,32.9
1186,64.1,63.7,37.9,40.0
1187,35.3,36.2,69.0,48.8
1188,46.6,49.2,35.4,34.0
1189,58.3,50.9,54.8,51.5
1190,35.5,56.9,42.1,53.5
1191,51.6,56.7,45.1,46.4
1192,30.0,62.9,28.4,58.4
1193,41.0,45.0,36.9,44.1
1194,54.8,31.4,38.8,44.7
1195,26.1,50.0,65.4,24.4
1196,56.6,41.3,45.1,62.9
1197,49.7,59.3,81.6,54.5
1198,58.3,55.5,43.9,42.9
1199,53.4,33.7,58.8,49.9
1200,70.5,56.5,9.0,46.8
1201,51.9,35.2,61.3,59.7
1202,43.6,43.9,55.1,77.4
1203,51.8,47.8,53.9,31.2
1204,58.1,21.8,47.7,36.8
1205,50.7,68.6,42.6,65.2
1206,50.6,39.7,63.5,38.9
1207,39.5,35.2,22.4,52.2
1208,40.1,47.1,48.9,45.0
1209,29.0,36.0,42.8,51.9
1210,76.2,87.9,40.2,36.1
1211,31.3,58.7,50.2,83.0
1212,39.6,28.4,67.2,56.2
1213,39.2,63.0,58.2,54.6
1214,63.4,29.7,29.8,82.7
1215,45.6,53.8,63.0,51.5
1216,68.7,69.3,52.9,55.1
1217,39.9,45.6,92.5,24.9
1218,54.2,32.9,55.9,33.6
1219,37.5,47.7,44.8,25.0
1220,82.2,33.2,36.8,46.7
1221,32.2,15.7,56.8,44.0
1222,54.6,64.4,37.8,41.3
1223,59.5,57.1,57.4,64.0
1224,56.2,34.7,56.6,63.4
1225,47.2,60.4,48.8,69.2
1226,48.1,49.7,57.1,60.4
1227,50.7,39.2,29.6,49.4
1228,47.8,56.1,20.8,69.7
1229,64.5,44.5,39.9,42.7
1230,83.2,23.6,25.3,51.6
1231,41.6,79.7,39.3,59.4
1232,29.5,76.0,66.1,45.2
1233,48.7,65.7,60.0,56.3
1234,88.7,48.0,16.1,61.1
1235,37.9,70.3,45.6,66.8
1236,74.6,41.9,40.4,46.2
1237,75.2,30.2,37.4,64.4
1238,41.7,36.1,50.3,40.2
1239,58.5,69.7,45.2,49.6
1240,74.4,32.9,38.9,65.6
1241,44.3,31.8,68.9,57.7
1242,46.9,43.0,53.6,48.1
1243,41.3,32.8,25.3,31.5
1244,34.8,53.5,29.3,55.2
1245,40.3,72.2,67.9,38.0
1246,31.6,80.5,14.1,43.1
1247,50.5,52.7,22.0,62.3
1248,38.5,52.7,51.8,55.7
1249,53.5,48.8,64.6,50.5
1250,26.7,49.3,80.0,37.2
1251,55.0,41.6,44.0,62.0
1252,62.5,32.0,37.5,58.1
1253,20.1,79.7,52.7,57.1
1254,55.6,36.6,56.5,50.3
1255,68.4,71.7,51.7,58.4
1256,31.9,59.0,70.3,60.3
1257,75.1,54.7,43.9,66.5
1258,56.3,73.1,50.4,62.7
1259,39.4,48.5,51.6,48.9
1260,49.2,53.0,43.0,31.3
1261,58.4,32.0,21.8,35.7
1262,51.1,28.4,54.4,64.9
1263,58.1,29.2,32.9,58.6
1264,36.2,68.0,52.0,46.5
1265,52.5,35.9,60.8,41.1
1266,28.8,41.5,74.3,49.2
1267,48.3,69.7,62.1,45.3
1268,36.4,35.7,65.0,63.1
1269,39.0,67.0,91.4,56.3
1270,68.5,36.2,49.4,29.9
1271,66.4,74.8,51.2,32.7
1272,59.1,40.6,56.3,54.0
1273,33.6,31.0,40.9,50.5
1274,45.3,27.6,56.3,24.3
1275,68.2,53.1,54.0,35.1
1276,52.1,91.4,35.0,45.1
1277,84.8,52.1,5.9,47.8
1278,55.9,61.6,32.2,14.2
1279,52.9,32.6,33.6,44.8
1280,45.4,70.5,35.2,44.0
1281,52.0,61.5,52.4,44.6
1282,47.7,33.9,36.6,37.4
1283,60.6,47.6,65.6,56.3
1284,64.4,52.9,50.8,27.0
1285,38.2,22.0,46.2,46.9
1286,30.0,49.5,66.8,37.9
1287,22.5,37.3,63.5,56.9
1288,57.6,54.3,63.9,44.3
1289,33.4,50.4,50.0,47.6
1290,17.7,69.5,70.8,30.3
1291,55.8,38.8,46.3,51.9
1292,87.4,49.5,47.9,18.2
1293,49.9,56.2,51.3,42.8
1294,62.6,57.1,9.3,50.4
1295,51.2,42.2,64.0,46.5
1296,48.5,59.6,29.9,52.7
1297,63.8,69.0,48.8,36.1
1298,45.6,53.2,70.0,78.5
1299,54.0,60.8,54.9,45.3
1300,54.8,44.0,51.7,38.2
1301,40.0,35.2,56.0,65.5
1302,64.9,79.3,12.9,67.5
1303,47.4,69.3,66.3,48.0
1304,38.7,43.1,63.8,30.1
1305,58.0,49.9,66.2,54.8
1306,36.5,37.4,49.0,62.9
1307,50.4,67.0,65.4,48.7
1308,49.9,52.3,59.6,55.6
1309,66.3,63.4,61.2,60.5
1310,57.1,67.8,50.4,49.0
1311,49.6,47.7,44.1,62.9
1312,62.3,28.9,69.8,76.2
1313,70.9,47.2,46.4,39.2
1314,58.4,57.3,52.2,37.9
1315,50.2,34.8,33.1,28.0
1316,30.3,44.8,68.4,49.0
1317,34.0,29.5,58.7,66.3
1318,45.4,54.5,39.1,56.3
1319,40.9,59.0,65.1,61.2
1320,47.2,54.7,48.0,34.5
1321,50.8,51.4,23.1,67.7
1322,57.9,57.9,47.4,43.7
1323,48.9,58.9,53.0,67.9
1324,57.3,40.9,74.9,49.4
1325,51.0,53.1,48.9,32.1
1326,20.4,43.5,42.7,74.6
1327,35.9,28.8,42.4,38.9
1328,47.8,64.3,55.3,52.5
1329,31.9,45.3,42.5,45.6
1330,59.0,54.9,62.6,52.7
1331,73.0,67.9,55.0,45.6
1332,68.3,49.1,25.4,52.5
1333,46.8,54.3,23.2,57.7
1334,72.4,48.5,59.4,29.4
1335,52.2,13.7,43.1,44.1
1336,44.9,53.8,44.1,36.8
1337,40.8,37.3,59.2,44.4
1338,45.5,47.5,37.6,55.4
1339,44.2,31.4,57.2,48.7
1340,52.6,37.2,51.8,48.3
1341,52.4,32.1,46.1,48.9
1342,50.0,38.6,80.2,60.1
1343,56.6,46.8,60.4,73.5
1344,67.9,52.7,49.2,32.0
1345,64.2,56.1,48.7,45.2
1346,27.7,54.0,31.9,60.7
1347,11.7,65.3,47.8,66.6
1348,64.0,29.7,53.6,58.1
1349,29.5,53.1,30.8,47.6
1350,46.6,20.3,100.0,33.7
1351,32.4,40.3,31.3,53.4
1352,23.0,25.5,47.9,64.3
1353,58.1,66.0,63.3,44.9
1354,61.4,75.2,69.2,54.4
1355,41.4,49.3,36.7,43.5
1356,11.1,40.4,55.9,47.4
1357,41.8,45.1,38.7,39.8
1358,55.9,37.8,62.8,25.5
1359,27.8,56.4,59.2,67.6
1360,52.8,24.8,53.0,69.1
1361,49.8,64.1,38.7,48.5
1362,58.7,25.7,51.5,45.4
1363,51.8,10.8,45.3,35.3
1364,35.4,32.1,7.4,52.0
1365,67.9,41.3,34.7,40.6
1366,47.6,57.2,27.7,60.5
1367,49.6,66.3,45.4,73.5
1368,36.0,69.2,33.5,78.1
1369,43.4,43.2,30.6,61.9
1370,36.7,63.6,67.3,27.4
1371,47.4,66.8,42.9,59.2
1372,75.7,66.2,65.3,47.3
1373,29.4,9.7,12.3,50.8
1374,25.8,34.9,34.3,68.7
1375,72.1,45.8,51.4,42.0
1376,46.9,77.7,46.7,27.8
1377,40.0,56.7,56.5,65.5
1378,65.6,43.1,55.4,67.7
1379,40.9,41.7,57.1,39.5
1380,77.4,42.2,17.9,49.8
1381,60.2,37.0,48.4,56.8
1382,42.7,61.4,42.1,40.5
1383,82.4,61.0,75.3,32.4
1384,40.9,33.3,45.9,59.1
1385,61.1,24.1,65.8,50.4
1386,54.5,42.5,75.0,37.0
1387,69.5,39.6,25.7,61.3
1388,73.4,53.6,74.7,39.4
1389,50.5,74.9,41.2,43.6
1390,38.7,37.3,40.3,56.8
1391,56.9,60.7,46.8,54.4
1392,39.8,60.4,51.1,64.9
1393,80.2,22.9,35.6,27.5
1394,52.0,40.2,53.5,59.3
1395,44.5,33.1,60.4,26.9
1396,52.8,61.8,42.7,73.1
1397,29.8,44.6,45.9,48.4
1398,35.4,48.1,36.3,55.9
1399,68.0,44.3,74.7,39.0
1400,40.1,54.7,37.6,53.3
1401,34.3,38.6,44.6,40.8
1402,58.0,42.4,23.7,37.7
1403,67.8,37.6,32.5,40.3
1404,60.8,36.5,77.8,58.0
1405,64.9,44.9,6.9,67.0
1406,38.6,54.0,51.5,50.4
1407,28.7,27.2,73.9,52.9
1408,72.5,59.9,36.0,62.7
1409,45.2,22.4,38.1,53.6
1410,46.2,47.9,37.5,47.9
1411,69.9,66.2,50.6,80.1
1412,58.3,70.8,42.5,39.1
1413,56.8,58.6,58.5,31.3
1414,82.5,25.6,39.3,56.0
1415,40.3,47.1,29.5,46.8
1416,63.9,78.6,32.5,35.6
1417,50.9,70.0,57.8,51.4
1418,54.0,48.4,31.2,46.4
1419,72.9,69.0,23.7,59.3
1420,57.6,47.3,57.5,53.1
1421,58.1,58.9,47.0,40.0
1422,66.1,30.9,59.7,74.1
1423,44.5,20.0,49.1,73.7
1424,37.4,37.5,69.8,67.8
1425,34.3,53.0,63.8,73.6
1426,20.5,34.3,42.2,47.6
1427,80.8,42.6,49.4,48.6
1428,33.5,22.0,56.1,73.3
1429,46.7,32.9,70.6,65.7
1430,45.8,25.8,58.5,54.2
1431,54.6,36.2,63.0,43.6
1432,62.2,17.2,64.8,24.9
1433,62.9,42.7,77.0,47.3
1434,41.3,50.5,38.3,25.3
1435,47.5,54.3,57.7,50.2
1436,54.2,67.2,46.5,43.0
1437,46.3,34.6,56.0,36.4
1438,74.1,34.6,48.4,18.7
1439,57.4,37.0,60.0,34.8
1440,61.0,57.3,75.0,52.8
1441,59.9,54.0,44.9,51.8
1442,67.6,43.1,74.3,62.9
1443,52.7,73.8,28.2,28.8
1444,30.5,48.3,51.9,44.5
1445,56.0,42.7,44.4,62.5
1446,40.2,44.0,52.0,25.5
1447,42.1,47.7,57.4,55.3
1448,58.8,39.8,52.2,50.7
1449,68.6,2.6,59.4,52.9
1450,50.3,56.3,33.6,55.7
1451,54.6,60.5,54.2,41.4
1452,75.5,69.6,76.3,42.6
1453,53.6,49.4,66.1,42.7
1454,89.0,18.2,73.3,41.2
1455,58.5,57.5,68.7,47.4
1456,23.6,26.4,48.1,25.7
1457,61.3,64.7,44.6,50.4
1458,55.7,65.7,31.8,48.5
1459,69.3,25.0,66.3,52.9
1460,60.1,61.0,53.9,86.2
1461,47.9,47.2,48.6,50.9
1462,31.6,31.5,74.7,74.5
1463,46.9,54.5,57.5,46.2
1464,37.2,37.8,19.3,16.3
1465,41.3,12.4,57.3,43.6
1466,58.8,68.6,66.5,48.0
1467,75.0,55.6,46.4,50.5
1468,55.9,60.7,38.3,31.1
1469,32.1,74.6,33.7,37.8
1470,56.7,54.1,48.5,22.8
1471,67.9,63.5,49.6,45.1
1472,40.9,63.2,46.8,35.3
1473,48.0,43.1,80.0,49.3
1474,50.2,44.8,67.7,26.2
1475,38.2,50.2,28.5,40.3
1476,59.7,65.6,47.7,34.6
1477,48.2,45.3,32.5,72.4
1478,56.3,30.9,50.8,52.9
1479,36.7,57.9,66.3,46.3
1480,43.4,72.6,43.2,69.8
1481,60.8,54.4,42.0,73.3
1482,44.4,32.8,66.9,33.5
1483,75.9,80.1,48.7,54.9
1484,44.0,58.7,24.5,37.1
1485,53.4,45.4,53.7,29.2
1486,64.0,58.0,60.0,59.6
1487,28.7,44.8,71.9,40.4
1488,23.6,19.5,32.9,50.7
1489,27.1,61.3,54.7,51.3
1490,68.9,64.5,42.6,51.5
1491,41.7,70.4,55.4,83.7
1492,88.4,48.7,59.6,39.5
1493,41.5,58.9,38.6,72.4
1494,52.8,52.3,78.1,59.3
1495,73.1,74.3,46.1,26.0
1496,80.1,46.5,49.0,86.5
1497,80.9,47.2,60.2,46.4
1498,68.1,43.1,58.8,61.1
1499,65.4,50.5,39.1,50.5
1500,58.9,62.8,78.5,27.7
1501,61.7,76.3,46.0,73.8
1502,41.7,46.7,34.2,32.9
1503,37.7,43.8,58.4,77.9
1504,49.9,20.0,37.7,60.0
1505,47.4,46.3,69.5,24.1
1506,43.2,31.7,56.9,62.2
1507,60.4,87.9,31.7,57.1
1508,64.3,52.6,58.4,45.4
1509,51.3,28.1,41.2,41.0
1510,72.2,47.1,61.9,29.1
1511,32.9,57.5,59.7,31.6
1512,47.1,67.0,39.7,31.7
1513,39.2,54.4,49.1,51.8
1514,22.0,67.3,67.7,35.9
1515,48.8,54.0,65.4,63.2
1516,48.2,42.2,34.5,38.4
1517,72.7,29.7,37.6,65.6
1518,59.5,31.9,47.6,17.8
1519,34.6,49.3,76.5,53.5
1520,77.8,50.4,24.8,66.3
1521,68.3,16.2,55.8,57.7
